,book1,book2,book3,book4,book5,user,genre
1249,9498,5376,2647,4971,9604,"150, 1031, 1420",History
1250,9498,5138,9604,7360,2647,"150, 1031, 1537",History
1251,9498,5138,2636,2647,7360,"150, 1031, 1595",History
1252,9498,5138,2647,6435,4971,"150, 1031, 2147",History
1253,9498,4971,2647,9604,5138,"150, 1031, 2174",History
1254,9498,2647,5138,7360,6435,"150, 1031, 2186",History
1255,9498,2647,9604,6435,5138,"150, 1031, 2209",History
1256,5138,5376,6131,6435,3720,"150, 1241, 1313",History
1257,5138,4971,2647,6435,2636,"150, 1241, 1378",History
1258,4971,2647,5138,4749,7612,"150, 1241, 1404",History
1259,9498,7629,4971,5376,2647,"150, 1241, 1420",History
1260,9498,7629,5138,4971,2636,"150, 1241, 1537",History
1261,2636,9498,5138,4971,2647,"150, 1241, 1595",History
1262,4971,5138,7629,2647,4749,"150, 1241, 2147",History
1263,7629,4971,2647,5138,9337,"150, 1241, 2174",History
1264,5138,4971,7629,2636,2647,"150, 1241, 2186",History
1265,9498,7629,4749,9337,4971,"150, 1241, 2209",History
1266,5138,5376,6131,6435,4971,"150, 1313, 1378",History
1267,5138,5376,7612,6131,6435,"150, 1313, 1404",History
1268,6131,5376,7629,6435,4971,"150, 1313, 1420",History
1269,6131,6435,5376,5138,7629,"150, 1313, 1537",History
1270,6131,8964,5376,5138,4971,"150, 1313, 1595",History
1271,6131,5376,6435,4971,5138,"150, 1313, 2147",History
1272,5376,6131,4971,5138,4749,"150, 1313, 2174",History
1273,6131,5376,5138,6435,4811,"150, 1313, 2186",History
1274,6131,6435,5376,9498,7612,"150, 1313, 2209",History
1275,5138,2647,4971,6435,7612,"150, 1378, 1404",History
1276,9498,7629,5376,4971,2647,"150, 1378, 1420",History
1277,9498,5138,7629,4971,2647,"150, 1378, 1537",History
1278,5138,9498,4971,2636,2647,"150, 1378, 1595",History
1279,4971,5138,2647,7629,6435,"150, 1378, 2147",History
1280,7629,2647,4971,5376,5138,"150, 1378, 2174",History
1281,4971,5138,2647,7629,2636,"150, 1378, 2186",History
1282,9498,7629,4971,2647,5138,"150, 1378, 2209",History
1283,9498,7629,4971,2647,5376,"150, 1404, 1420",History
1284,9498,2647,4971,5138,4749,"150, 1404, 1537",History
1285,9498,2647,8964,5138,4971,"150, 1404, 1595",History
1286,4971,2647,5138,7612,4749,"150, 1404, 2147",History
1287,4971,2647,7629,2834,4749,"150, 1404, 2174",History
1288,2647,4971,5138,7612,7629,"150, 1404, 2186",History
1289,9498,2647,4749,4971,7612,"150, 1404, 2209",History
1290,9498,7629,4971,5376,5138,"150, 1420, 1537",History
1291,9498,4971,7629,5376,8964,"150, 1420, 1595",History
1292,9498,7629,4971,5376,5138,"150, 1420, 2147",History
1293,9498,7629,5376,4971,2647,"150, 1420, 2174",History
1294,9498,7629,4971,5376,2647,"150, 1420, 2186",History
1295,9498,7629,4971,5376,2647,"150, 1420, 2209",History
1296,7360,5138,9498,4749,4971,"150, 1537, 1595",History
1297,9498,7629,5138,4749,4971,"150, 1537, 2147",History
1298,9498,7629,4971,9604,2647,"150, 1537, 2174",History
1299,9498,7629,7360,4153,5138,"150, 1537, 2186",History
1300,9498,4749,7629,9604,6435,"150, 1537, 2209",History
1301,9498,5138,4971,4749,2636,"150, 1595, 2147",History
1302,9498,4971,2647,5138,7569,"150, 1595, 2174",History
1303,9498,5138,7360,2647,4971,"150, 1595, 2186",History
1304,9498,4749,4971,5138,2647,"150, 1595, 2209",History
1305,7629,4971,2647,2834,5138,"150, 2147, 2174",History
1306,4971,5138,7629,6435,9721,"150, 2147, 2186",History
1307,9498,4749,7629,9604,6435,"150, 2147, 2209",History
1308,7629,4971,2647,4153,4811,"150, 2174, 2186",History
1309,9498,7629,4971,9604,2647,"150, 2174, 2209",History
1310,9498,7629,6435,2647,4971,"150, 2186, 2209",History
1311,5376,6766,3720,4749,5138,"366, 374, 646",History
1312,5046,2903,4971,5376,6435,"366, 374, 663",History
1313,5376,4749,4811,4971,6435,"366, 374, 687",History
1314,6766,5376,4749,6435,4971,"366, 374, 762",History
1315,5376,4971,6435,4811,2788,"366, 374, 870",History
1316,5376,5046,6435,4971,7902,"366, 374, 1031",History
1317,5376,6435,4749,4971,4153,"366, 374, 1241",History
1318,5376,6435,4749,4811,2903,"366, 374, 1313",History
1319,5376,4749,2647,6435,2788,"366, 374, 1378",History
1320,5376,4153,6435,4749,4971,"366, 374, 1404",History
1321,5376,6435,7629,2647,4971,"366, 374, 1420",History
1322,5376,6435,4749,2647,4971,"366, 374, 1537",History
1323,5376,4153,4749,4971,5138,"366, 374, 1595",History
1324,5376,6435,4749,2647,4153,"366, 374, 2147",History
1325,5376,4971,4749,6435,2647,"366, 374, 2174",History
1326,5376,6435,4153,4749,2647,"366, 374, 2186",History
1327,5376,6435,4749,4971,7902,"366, 374, 2209",History
1328,6766,5376,4971,4749,7902,"366, 646, 663",History
1329,6766,5376,7902,4749,4971,"366, 646, 687",History
1330,6766,5376,4749,7902,4971,"366, 646, 762",History
1331,5376,6766,4749,7902,2788,"366, 646, 870",History
1332,5376,6766,7902,4749,2647,"366, 646, 1031",History
1333,5376,6766,4749,7902,3720,"366, 646, 1241",History
1334,5376,6766,3720,7902,4971,"366, 646, 1313",History
1335,5376,6766,4749,3720,2647,"366, 646, 1378",History
1336,5376,3720,4749,6766,4971,"366, 646, 1404",History
1337,5376,6766,7629,2647,3720,"366, 646, 1420",History
1338,5376,6766,7902,4749,3720,"366, 646, 1537",History
1339,5376,7902,4749,3720,9222,"366, 646, 1595",History
1340,5376,6766,4749,3720,7902,"366, 646, 2147",History
1341,5376,6766,3720,4749,7902,"366, 646, 2174",History
1342,5376,6766,7902,4749,3720,"366, 646, 2186",History
1343,5376,6766,7902,4749,3720,"366, 646, 2209",History
1344,4971,7902,4811,4688,9498,"366, 663, 687",History
1345,6766,4971,4749,7902,7629,"366, 663, 762",History
1346,4971,5376,7902,2788,7245,"366, 663, 870",History
1347,5046,9498,7902,4971,5376,"366, 663, 1031",History
1348,9498,4971,5376,4749,7902,"366, 663, 1241",History
1349,5376,4749,7902,4811,2636,"366, 663, 1313",History
1350,9498,4749,4971,5376,4688,"366, 663, 1378",History
1351,9498,4971,5138,5376,4749,"366, 663, 1404",History
1352,9498,2481,4749,5376,2636,"366, 663, 1420",History
1353,4971,5376,9498,7902,2647,"366, 663, 1537",History
1354,7902,4971,5376,4749,4688,"366, 663, 1595",History
1355,9498,5376,4971,4749,4688,"366, 663, 2147",History
1356,4971,9498,4749,5376,7902,"366, 663, 2174",History
1357,9498,4971,7902,5376,4749,"366, 663, 2186",History
1358,9498,7902,4971,4749,5376,"366, 663, 2209",History
1359,6766,7902,4749,4811,4971,"366, 687, 762",History
1360,5376,4811,4971,2788,7902,"366, 687, 870",History
1361,7902,5376,4971,4811,9498,"366, 687, 1031",History
1362,5376,4971,4811,7902,4749,"366, 687, 1241",History
1363,5376,4749,4811,2788,4971,"366, 687, 1313",History
1364,5376,4971,2788,4749,7902,"366, 687, 1378",History
1365,5376,2788,7902,4749,4971,"366, 687, 1404",History
1366,5376,4971,4749,7629,4811,"366, 687, 1420",History
1367,5376,7902,4971,4749,4811,"366, 687, 1537",History
1368,5376,7902,4971,4749,4811,"366, 687, 1595",History
1369,5376,7902,4749,4811,4971,"366, 687, 2147",History
1370,5376,7902,4749,4811,4971,"366, 687, 2174",History
1371,5376,7902,4971,4749,4811,"366, 687, 2186",History
1372,7902,5376,4749,4811,9498,"366, 687, 2209",History
1373,6766,5376,4811,4971,7902,"366, 762, 870",History
1374,6766,7902,2903,4749,4971,"366, 762, 1031",History
1375,6766,5376,4749,7902,4971,"366, 762, 1241",History
1376,6766,5376,7629,4749,4971,"366, 762, 1313",History
1377,6766,5376,4749,4971,3844,"366, 762, 1378",History
1378,5376,4749,6766,4153,4971,"366, 762, 1404",History
1379,6766,5376,7629,2903,4749,"366, 762, 1420",History
1380,6766,5376,4749,7902,4971,"366, 762, 1537",History
1381,5376,4749,7902,4971,9222,"366, 762, 1595",History
1382,6766,5376,4749,7902,9222,"366, 762, 2147",History
1383,6766,5376,4749,4971,7902,"366, 762, 2174",History
1384,6766,5376,4749,7902,4971,"366, 762, 2186",History
1385,6766,7902,4749,5376,4971,"366, 762, 2209",History
1386,5376,7902,4971,2903,2788,"366, 870, 1031",History
1387,5376,4971,2788,4811,7902,"366, 870, 1241",History
1388,5376,6131,7902,2788,4811,"366, 870, 1313",History
1389,5376,4971,4749,2788,6435,"366, 870, 1378",History
1390,5376,4971,4749,2788,4811,"366, 870, 1404",History
1391,5376,7629,2788,4811,4971,"366, 870, 1420",History
1392,5376,7902,4971,4749,7629,"366, 870, 1537",History
1393,5376,7902,4971,4749,4811,"366, 870, 1595",History
1394,5376,4811,4971,4749,2788,"366, 870, 2147",History
1395,5376,4971,2788,7902,4749,"366, 870, 2174",History
1396,5376,7629,7902,4971,4749,"366, 870, 2186",History
1397,5376,7902,4749,4971,2788,"366, 870, 2209",History
1398,5376,7902,4971,4749,7629,"366, 1031, 1241",History
1399,5376,7902,2903,4749,4971,"366, 1031, 1313",History
1400,5376,2903,7902,2647,4971,"366, 1031, 1378",History
1401,5376,7902,4971,2647,2903,"366, 1031, 1404",History
1402,5376,2903,7629,4749,2647,"366, 1031, 1420",History
1403,5376,7902,7629,2647,2903,"366, 1031, 1537",History
1404,5376,7902,2903,2647,4971,"366, 1031, 1595",History
1405,5376,7902,2647,4971,7629,"366, 1031, 2147",History
1406,5376,7902,4971,4749,7629,"366, 1031, 2174",History
1407,5376,7902,7629,2903,2647,"366, 1031, 2186",History
1408,7902,5376,4749,7629,2647,"366, 1031, 2209",History
1409,5376,3720,7902,4749,4811,"366, 1241, 1313",History
1410,5376,4749,4971,2647,2788,"366, 1241, 1378",History
1411,5376,4749,4153,2788,4971,"366, 1241, 1404",History
1412,5376,7629,4688,2647,4749,"366, 1241, 1420",History
1413,5376,7629,4749,7902,4971,"366, 1241, 1537",History
1414,5376,4749,7902,4971,4153,"366, 1241, 1595",History
1415,5376,4749,7629,7902,4971,"366, 1241, 2147",History
1416,5376,4971,4749,7902,7629,"366, 1241, 2174",History
1417,5376,7629,4749,7902,4153,"366, 1241, 2186",History
1418,5376,4749,7902,7629,4971,"366, 1241, 2209",History
1419,5376,3720,2788,4971,7629,"366, 1313, 1378",History
1420,5376,3720,5138,4153,2788,"366, 1313, 1404",History
1421,5376,7629,4749,4811,2903,"366, 1313, 1420",History
1422,5376,7629,3354,3720,6029,"366, 1313, 1537",History
1423,5376,3720,7902,4153,4749,"366, 1313, 1595",History
1424,5376,3720,4749,4811,7629,"366, 1313, 2147",History
1425,5376,3720,4971,4749,7902,"366, 1313, 2174",History
1426,5376,4153,7629,3720,7902,"366, 1313, 2186",History
1427,5376,3720,7902,7629,4749,"366, 1313, 2209",History
1428,5376,5138,4749,2647,4971,"366, 1378, 1404",History
1429,5376,7629,4749,2647,2903,"366, 1378, 1420",History
1430,5376,7629,2647,4749,3720,"366, 1378, 1537",History
1431,5376,2647,4749,3720,4971,"366, 1378, 1595",History
1432,5376,2647,4749,3720,4971,"366, 1378, 2147",History
1433,5376,4971,4749,7629,2647,"366, 1378, 2174",History
1434,5376,7629,2647,4749,3720,"366, 1378, 2186",History
1435,5376,4749,7629,2647,4971,"366, 1378, 2209",History
1436,5376,7629,2647,3720,4749,"366, 1404, 1420",History
1437,5376,4749,2647,4971,4153,"366, 1404, 1537",History
1438,5376,4153,4749,4971,2647,"366, 1404, 1595",History
1439,5376,4749,2647,2788,4153,"366, 1404, 2147",History
1440,5376,4971,4749,2788,3720,"366, 1404, 2174",History
1441,5376,4749,2647,4971,5138,"366, 1404, 2186",History
1442,5376,4749,7902,4971,2647,"366, 1404, 2209",History
1443,5376,7629,2647,4749,3354,"366, 1420, 1537",History
1444,5376,7629,2647,4749,4971,"366, 1420, 1595",History
1445,5376,7629,2647,4749,4971,"366, 1420, 2147",History
1446,5376,7629,4749,4971,4688,"366, 1420, 2174",History
1447,5376,7629,2647,4749,4688,"366, 1420, 2186",History
1448,5376,7629,2647,4749,4971,"366, 1420, 2209",History
1449,5376,7902,4749,2647,9222,"366, 1537, 1595",History
1450,5376,7629,4749,7902,2647,"366, 1537, 2147",History
1451,5376,7629,7902,4971,4749,"366, 1537, 2174",History
1452,5376,7629,7902,4153,4749,"366, 1537, 2186",History
1453,5376,7902,7629,4749,6029,"366, 1537, 2209",History
1454,5376,4749,4153,7902,9222,"366, 1595, 2147",History
1455,5376,4971,7902,4749,4153,"366, 1595, 2174",History
1456,5376,7902,4749,2647,7629,"366, 1595, 2186",History
1457,5376,7902,4749,9222,2647,"366, 1595, 2209",History
1458,5376,4971,7629,4749,7902,"366, 2147, 2174",History
1459,5376,7629,7902,4749,2647,"366, 2147, 2186",History
1460,5376,7902,4749,7629,2647,"366, 2147, 2209",History
1461,5376,7629,7902,4971,4749,"366, 2174, 2186",History
1462,5376,7902,4749,4971,7629,"366, 2174, 2209",History
1463,5376,7902,7629,4749,2647,"366, 2186, 2209",History
1464,6766,2636,5376,2481,2903,"374, 646, 663",History
1465,6766,5376,2636,5138,4749,"374, 646, 687",History
1466,6766,2651,4749,2788,5376,"374, 646, 762",History
1467,5376,6766,4811,9368,6131,"374, 646, 870",History
1468,6766,5376,2636,6131,6435,"374, 646, 1031",History
1469,6766,9368,5376,2636,4749,"374, 646, 1241",History
1470,6766,5376,6435,6131,4811,"374, 646, 1313",History
1471,6766,5376,2636,6131,4749,"374, 646, 1378",History
1472,5376,5138,6766,4749,8964,"374, 646, 1404",History
1473,6766,5376,8964,6435,5138,"374, 646, 1420",History
1474,6766,5376,2636,5138,4749,"374, 646, 1537",History
1475,5376,8964,2636,5138,4153,"374, 646, 1595",History
1476,6766,5376,9368,4749,2636,"374, 646, 2147",History
1477,6766,5376,4749,4811,9368,"374, 646, 2174",History
1478,6766,5376,2636,4153,5138,"374, 646, 2186",History
1479,6766,5376,4749,6131,9368,"374, 646, 2209",History
1480,5138,2636,4749,2788,6435,"374, 663, 687",History
1481,6766,5046,2651,2903,4749,"374, 663, 762",History
1482,4811,5376,2903,4971,6435,"374, 663, 870",History
1483,5046,2903,2636,6435,5376,"374, 663, 1031",History
1484,2636,5138,2788,2481,2651,"374, 663, 1241",History
1485,4811,2903,6131,6435,3939,"374, 663, 1313",History
1486,2651,2636,2903,5376,5138,"374, 663, 1378",History
1487,5138,2481,4153,2903,7612,"374, 663, 1404",History
1488,2903,5376,2481,6435,5138,"374, 663, 1420",History
1489,5138,2636,2481,2903,6435,"374, 663, 1537",History
1490,2636,5138,4811,2481,2651,"374, 663, 1595",History
1491,2636,2481,4811,2903,5138,"374, 663, 2147",History
1492,4971,4811,5376,4749,2651,"374, 663, 2174",History
1493,2636,2903,4153,5138,5376,"374, 663, 2186",History
1494,2903,2481,2636,6435,2651,"374, 663, 2209",History
1495,6766,4749,2788,6435,5138,"374, 687, 762",History
1496,5376,4971,2788,4811,8174,"374, 687, 870",History
1497,5138,5376,4906,2636,6435,"374, 687, 1031",History
1498,5138,2636,5376,4906,2788,"374, 687, 1241",History
1499,5376,5138,6131,6435,4749,"374, 687, 1313",History
1500,2636,5376,5138,2788,4749,"374, 687, 1378",History
1501,5138,5376,4749,2788,6435,"374, 687, 1404",History
1502,5376,5138,6435,4749,2788,"374, 687, 1420",History
1503,5138,5376,2636,4906,4749,"374, 687, 1537",History
1504,5138,5376,2636,4906,2788,"374, 687, 1595",History
1505,5138,5376,4906,2636,2788,"374, 687, 2147",History
1506,5376,2788,4749,4811,6435,"374, 687, 2174",History
1507,5138,5376,2636,4153,2788,"374, 687, 2186",History
1508,5376,4749,2788,5138,6435,"374, 687, 2209",History
1509,6766,5376,4811,2651,6435,"374, 762, 870",History
1510,6766,5046,2651,2903,6435,"374, 762, 1031",History
1511,6766,2651,2788,4906,5376,"374, 762, 1241",History
1512,6766,5376,2788,4811,7629,"374, 762, 1313",History
1513,6766,2651,5376,2788,7629,"374, 762, 1378",History
1514,6766,4153,2651,5138,5376,"374, 762, 1404",History
1515,6766,7629,5376,2651,4749,"374, 762, 1420",History
1516,6766,2651,2788,4749,5138,"374, 762, 1537",History
1517,2651,2788,5376,4749,4153,"374, 762, 1595",History
1518,6766,5376,4749,2651,4906,"374, 762, 2147",History
1519,6766,5376,4749,4811,2651,"374, 762, 2174",History
1520,6766,4153,2788,2651,5376,"374, 762, 2186",History
1521,6766,2651,4749,2788,5376,"374, 762, 2209",History
1522,5376,6435,4811,6131,7902,"374, 870, 1031",History
1523,5376,4811,4904,6435,2788,"374, 870, 1241",History
1524,5376,4811,6131,6435,5664,"374, 870, 1313",History
1525,5376,6435,6131,4906,5664,"374, 870, 1378",History
1526,5376,6435,4811,4971,4153,"374, 870, 1404",History
1527,5376,6435,4811,4904,2834,"374, 870, 1420",History
1528,5376,4811,6435,3354,4971,"374, 870, 1537",History
1529,5376,4811,6435,4153,4971,"374, 870, 1595",History
1530,5376,4811,6435,4971,6131,"374, 870, 2147",History
1531,5376,4811,6131,2788,4971,"374, 870, 2174",History
1532,5376,4811,4153,6435,2651,"374, 870, 2186",History
1533,5376,6435,7245,6131,4811,"374, 870, 2209",History
1534,4906,6435,5376,2636,5138,"374, 1031, 1241",History
1535,5376,6435,6131,2788,4811,"374, 1031, 1313",History
1536,5376,6435,2636,6131,2651,"374, 1031, 1378",History
1537,5138,6435,4153,5376,7245,"374, 1031, 1404",History
1538,5376,6435,5138,6131,4904,"374, 1031, 1420",History
1539,5138,6435,5376,4906,6131,"374, 1031, 1537",History
1540,5376,7902,4906,6131,5138,"374, 1031, 1595",History
1541,5376,4906,6435,6131,7245,"374, 1031, 2147",History
1542,5376,4811,7902,4971,4906,"374, 1031, 2174",History
1543,4153,5376,6435,2636,5138,"374, 1031, 2186",History
1544,5376,6435,6131,7245,4906,"374, 1031, 2209",History
1545,5376,6435,2788,6131,5138,"374, 1241, 1313",History
1546,5376,2636,6435,5138,4749,"374, 1241, 1378",History
1547,5138,5376,4153,4749,6435,"374, 1241, 1404",History
1548,5376,5138,4904,2834,6435,"374, 1241, 1420",History
1549,5138,5376,4906,2636,6435,"374, 1241, 1537",History
1550,5376,5138,2636,4906,4153,"374, 1241, 1595",History
1551,5376,4906,2636,6435,4749,"374, 1241, 2147",History
1552,5376,6435,4811,4749,7902,"374, 1241, 2174",History
1553,5376,2636,4153,5138,6435,"374, 1241, 2186",History
1554,5376,4749,4906,6435,2788,"374, 1241, 2209",History
1555,5376,6131,6435,2788,3631,"374, 1313, 1378",History
1556,5376,5138,6435,4811,4153,"374, 1313, 1404",History
1557,5376,6435,4811,6131,8964,"374, 1313, 1420",History
1558,5376,6435,6131,2788,5138,"374, 1313, 1537",History
1559,5376,8964,4811,2788,6131,"374, 1313, 1595",History
1560,5376,6435,4811,6131,2788,"374, 1313, 2147",History
1561,5376,4811,6435,4749,2788,"374, 1313, 2174",History
1562,5376,4153,5138,2788,6435,"374, 1313, 2186",History
1563,5376,6435,6131,2788,3631,"374, 1313, 2209",History
1564,5376,5138,6435,4153,4749,"374, 1378, 1404",History
1565,5376,6435,2834,4153,7629,"374, 1378, 1420",History
1566,5376,2636,5138,6435,6131,"374, 1378, 1537",History
1567,5376,2636,6131,5138,4153,"374, 1378, 1595",History
1568,5376,6435,2636,5138,6131,"374, 1378, 2147",History
1569,5376,4749,2651,6435,2788,"374, 1378, 2174",History
1570,5376,2636,4153,6435,5138,"374, 1378, 2186",History
1571,5376,6435,6131,4749,2636,"374, 1378, 2209",History
1572,5376,2834,2481,5138,6435,"374, 1404, 1420",History
1573,5138,5376,4153,4749,6435,"374, 1404, 1537",History
1574,4153,5138,5376,8964,4749,"374, 1404, 1595",History
1575,5376,5138,4153,4749,6435,"374, 1404, 2147",History
1576,5376,4153,4811,4749,4971,"374, 1404, 2174",History
1577,5376,5138,4153,6435,4749,"374, 1404, 2186",History
1578,5376,4749,6435,5138,4153,"374, 1404, 2209",History
1579,5376,5138,2481,6435,2834,"374, 1420, 1537",History
1580,5376,8964,5138,4153,2651,"374, 1420, 1595",History
1581,5376,6435,2834,7629,5138,"374, 1420, 2147",History
1582,5376,4811,7629,4688,2651,"374, 1420, 2174",History
1583,5376,7629,6435,2834,4811,"374, 1420, 2186",History
1584,5376,6435,7629,2481,2834,"374, 1420, 2209",History
1585,5138,5376,4153,2636,8964,"374, 1537, 1595",History
1586,5376,5138,4906,6435,3354,"374, 1537, 2147",History
1587,5376,4811,6029,4749,3354,"374, 1537, 2174",History
1588,4153,5376,5138,2636,6435,"374, 1537, 2186",History
1589,6029,5376,7245,4749,6435,"374, 1537, 2209",History
1590,5376,4153,5138,8964,4906,"374, 1595, 2147",History
1591,5376,4153,4811,4749,4971,"374, 1595, 2174",History
1592,5376,4153,2636,5138,2788,"374, 1595, 2186",History
1593,5376,4749,6131,7902,4906,"374, 1595, 2209",History
1594,5376,4811,4749,4906,6435,"374, 2147, 2174",History
1595,5376,4153,6435,5138,2636,"374, 2147, 2186",History
1596,5376,4906,4749,6435,7245,"374, 2147, 2209",History
1597,5376,4811,4153,4971,4749,"374, 2174, 2186",History
1598,5376,4749,2834,4971,6435,"374, 2174, 2209",History
1599,5376,4153,6435,2788,7245,"374, 2186, 2209",History
1600,2636,6766,5138,2788,7569,"646, 663, 687",History
1601,6766,9568,2651,7629,2481,"646, 663, 762",History
1602,6766,4811,5376,7902,2481,"646, 663, 870",History
1603,7902,6766,2481,5376,2636,"646, 663, 1031",History
1604,6766,2636,5376,9568,7902,"646, 663, 1241",History
1605,6766,8964,4811,6131,5376,"646, 663, 1313",History
1606,6766,9568,2636,5376,3404,"646, 663, 1378",History
1607,2481,5138,7612,2834,5376,"646, 663, 1404",History
1608,6766,2481,5376,4811,2834,"646, 663, 1420",History
1609,6766,2481,9568,3354,5376,"646, 663, 1537",History
1610,7902,2834,8964,9568,2636,"646, 663, 1595",History
1611,6766,2481,9568,5376,2636,"646, 663, 2147",History
1612,6766,4971,5376,4811,7569,"646, 663, 2174",History
1613,6766,2636,5376,4811,2481,"646, 663, 2186",History
1614,6766,2481,9568,5376,2834,"646, 663, 2209",History
1615,6766,2788,5138,7902,4749,"646, 687, 762",History
1616,6766,5376,2788,4811,4971,"646, 687, 870",History
1617,6766,5138,7902,5376,2636,"646, 687, 1031",History
1618,6766,2636,5138,5376,2788,"646, 687, 1241",History
1619,6766,5376,5138,6131,2788,"646, 687, 1313",History
1620,6766,5376,5138,2636,2788,"646, 687, 1378",History
1621,5376,5138,6766,2788,4749,"646, 687, 1404",History
1622,6766,5376,5138,4749,2788,"646, 687, 1420",History
1623,6766,5138,2636,5376,7902,"646, 687, 1537",History
1624,5138,2636,5376,2788,7902,"646, 687, 1595",History
1625,6766,5376,5138,2636,2788,"646, 687, 2147",History
1626,6766,5376,4749,5138,2788,"646, 687, 2174",History
1627,6766,5138,5376,2636,7902,"646, 687, 2186",History
1628,6766,5376,7902,2788,2636,"646, 687, 2209",History
1629,6766,5376,4811,7629,7902,"646, 762, 870",History
1630,6766,7902,9522,3887,2651,"646, 762, 1031",History
1631,6766,3887,4971,9568,5376,"646, 762, 1241",History
1632,6766,5376,7612,7629,2788,"646, 762, 1313",History
1633,6766,4971,5376,9568,7629,"646, 762, 1378",History
1634,7612,6766,9522,4971,3887,"646, 762, 1404",History
1635,6766,7629,4971,5376,4749,"646, 762, 1420",History
1636,6766,2788,9522,9222,9568,"646, 762, 1537",History
1637,9222,9522,2788,7902,2651,"646, 762, 1595",History
1638,6766,9522,7612,9222,4971,"646, 762, 2147",History
1639,6766,5376,7902,4971,3887,"646, 762, 2174",History
1640,6766,4971,9222,5376,9522,"646, 762, 2186",History
1641,6766,2788,7612,9522,9222,"646, 762, 2209",History
1642,5376,6766,7902,4811,6131,"646, 870, 1031",History
1643,6766,5376,9368,2788,4811,"646, 870, 1241",History
1644,6766,5376,4811,6131,7902,"646, 870, 1313",History
1645,5376,6766,3404,6131,4811,"646, 870, 1378",History
1646,5376,6766,4811,2253,4971,"646, 870, 1404",History
1647,5376,6766,7629,4811,2834,"646, 870, 1420",History
1648,5376,6766,4811,3354,7629,"646, 870, 1537",History
1649,5376,4811,7902,8964,9368,"646, 870, 1595",History
1650,5376,6766,9368,4811,6131,"646, 870, 2147",History
1651,5376,6766,4811,9368,4749,"646, 870, 2174",History
1652,5376,6766,4811,7629,7902,"646, 870, 2186",History
1653,6766,5376,9368,7902,7245,"646, 870, 2209",History
1654,6766,9368,5376,7902,6131,"646, 1031, 1241",History
1655,6766,5376,8964,6131,3887,"646, 1031, 1313",History
1656,6766,5376,2834,7902,2636,"646, 1031, 1378",History
1657,2481,9522,5376,8964,5138,"646, 1031, 1404",History
1658,6766,5376,8964,2834,2481,"646, 1031, 1420",History
1659,6766,7902,6131,9522,5376,"646, 1031, 1537",History
1660,7902,8964,6131,7569,5376,"646, 1031, 1595",History
1661,6766,7902,9522,7569,5376,"646, 1031, 2147",History
1662,7902,6766,5376,2834,2481,"646, 1031, 2174",History
1663,6766,7902,7569,5376,6131,"646, 1031, 2186",History
1664,7902,6766,6131,9522,5376,"646, 1031, 2209",History
1665,5376,6766,8964,3720,6131,"646, 1241, 1313",History
1666,6766,5376,2636,4971,9368,"646, 1241, 1378",History
1667,9368,6766,3887,5376,5138,"646, 1241, 1404",History
1668,6766,5376,7629,9368,8964,"646, 1241, 1420",History
1669,6766,5138,5376,2636,3354,"646, 1241, 1537",History
1670,8964,5376,9368,6131,7902,"646, 1241, 1595",History
1671,6766,9368,5376,7902,8964,"646, 1241, 2147",History
1672,6766,5376,9368,7902,3887,"646, 1241, 2174",History
1673,6766,5376,9368,7629,2636,"646, 1241, 2186",History
1674,6766,9368,5376,7902,4749,"646, 1241, 2209",History
1675,6766,5376,6131,8964,6435,"646, 1313, 1378",History
1676,8964,5376,7612,6766,5138,"646, 1313, 1404",History
1677,6766,8964,5376,6131,3720,"646, 1313, 1420",History
1678,6766,5376,8964,6131,3939,"646, 1313, 1537",History
1679,8964,5376,6131,3939,3720,"646, 1313, 1595",History
1680,6766,5376,8964,6131,7612,"646, 1313, 2147",History
1681,6766,5376,3720,3887,4811,"646, 1313, 2174",History
1682,6766,5376,6131,4153,4811,"646, 1313, 2186",History
1683,6766,5376,6131,7612,3939,"646, 1313, 2209",History
1684,4971,5138,3844,5376,6766,"646, 1378, 1404",History
1685,5376,6766,7629,4971,2834,"646, 1378, 1420",History
1686,6766,5376,7629,9568,2636,"646, 1378, 1537",History
1687,5376,8964,9222,9568,2636,"646, 1378, 1595",History
1688,6766,5376,4971,9568,2834,"646, 1378, 2147",History
1689,5376,6766,3844,2834,3720,"646, 1378, 2174",History
1690,6766,5376,4971,2834,2636,"646, 1378, 2186",History
1691,6766,5376,9568,7629,3844,"646, 1378, 2209",History
1692,8964,5376,7612,7629,4971,"646, 1404, 1420",History
1693,8964,7612,6766,5138,5376,"646, 1404, 1537",History
1694,8964,5138,5376,7612,4971,"646, 1404, 1595",History
1695,8964,7612,9368,5376,6766,"646, 1404, 2147",History
1696,5376,6766,3887,2834,4971,"646, 1404, 2174",History
1697,5376,4971,7612,5138,6766,"646, 1404, 2186",History
1698,7612,5376,6766,4749,5138,"646, 1404, 2209",History
1699,5376,6766,7629,8964,3354,"646, 1420, 1537",History
1700,8964,5376,7629,5138,4971,"646, 1420, 1595",History
1701,5376,6766,8964,7629,9368,"646, 1420, 2147",History
1702,5376,6766,7629,4971,3887,"646, 1420, 2174",History
1703,5376,6766,7629,4971,4811,"646, 1420, 2186",History
1704,6766,7629,5376,7612,2834,"646, 1420, 2209",History
1705,8964,9222,6131,5376,5138,"646, 1537, 1595",History
1706,6766,9222,7629,5376,7245,"646, 1537, 2147",History
